"algo","PA","run","TSS","species","AUC","species_original","n_occ"
"RF","allData","allRun",NA,"Polydorawebsteri",NA,"polydora_websteri",11
"MAXNET","allData","allRun",NA,"Polydorawebsteri",NA,"polydora_websteri",11
"MARS","allData","allRun",NA,"Polydorawebsteri",NA,"polydora_websteri",11
"GAM","allData","allRun",NA,"Polydorawebsteri",NA,"polydora_websteri",11
"XGBOOST","allData","allRun",NA,"Polydorawebsteri",NA,"polydora_websteri",11
"RF","PA1","RUN1",0.582,"Polysiphoniabrodiei",0.93,"polysiphonia_brodiei",118
"MAXNET","PA1","RUN1",0.734,"Polysiphoniabrodiei",0.932,"polysiphonia_brodiei",118
"MARS","PA1","RUN1",0.637,"Polysiphoniabrodiei",0.923,"polysiphonia_brodiei",118
"GAM","PA1","RUN1",0.636,"Polysiphoniabrodiei",0.881,"polysiphonia_brodiei",118
"XGBOOST","PA1","RUN1",0.665,"Polysiphoniabrodiei",0.926,"polysiphonia_brodiei",118
"RF","PA1","RUN2",0.786,"Polysiphoniabrodiei",0.963,"polysiphonia_brodiei",118
"MAXNET","PA1","RUN2",0.744,"Polysiphoniabrodiei",0.952,"polysiphonia_brodiei",118
"MARS","PA1","RUN2",0.702,"Polysiphoniabrodiei",0.934,"polysiphonia_brodiei",118
"GAM","PA1","RUN2",0.73,"Polysiphoniabrodiei",0.944,"polysiphonia_brodiei",118
"XGBOOST","PA1","RUN2",0.702,"Polysiphoniabrodiei",0.939,"polysiphonia_brodiei",118
"RF","PA1","RUN3",0.845,"Polysiphoniabrodiei",0.972,"polysiphonia_brodiei",118
"MAXNET","PA1","RUN3",0.9,"Polysiphoniabrodiei",0.985,"polysiphonia_brodiei",118
"MARS","PA1","RUN3",0.829,"Polysiphoniabrodiei",0.97,"polysiphonia_brodiei",118
"GAM","PA1","RUN3",0.829,"Polysiphoniabrodiei",0.986,"polysiphonia_brodiei",118
"XGBOOST","PA1","RUN3",0.774,"Polysiphoniabrodiei",0.955,"polysiphonia_brodiei",118
"RF","PA1","RUN4",0.711,"Polysiphoniabrodiei",0.964,"polysiphonia_brodiei",118
"MAXNET","PA1","RUN4",0.786,"Polysiphoniabrodiei",0.976,"polysiphonia_brodiei",118
"MARS","PA1","RUN4",0.757,"Polysiphoniabrodiei",0.951,"polysiphonia_brodiei",118
"GAM","PA1","RUN4",0.816,"Polysiphoniabrodiei",0.927,"polysiphonia_brodiei",118
"XGBOOST","PA1","RUN4",0.568,"Polysiphoniabrodiei",0.945,"polysiphonia_brodiei",118
"RF","PA1","RUN5",0.819,"Polysiphoniabrodiei",0.977,"polysiphonia_brodiei",118
"MAXNET","PA1","RUN5",0.679,"Polysiphoniabrodiei",0.956,"polysiphonia_brodiei",118
"MARS","PA1","RUN5",0.72,"Polysiphoniabrodiei",0.955,"polysiphonia_brodiei",118
"GAM","PA1","RUN5",0.692,"Polysiphoniabrodiei",0.918,"polysiphonia_brodiei",118
"XGBOOST","PA1","RUN5",0.832,"Polysiphoniabrodiei",0.928,"polysiphonia_brodiei",118
"RF","PA1","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"MAXNET","PA1","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"MARS","PA1","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"GAM","PA1","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"XGBOOST","PA1","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"RF","PA2","RUN1",0.805,"Polysiphoniabrodiei",0.965,"polysiphonia_brodiei",118
"MAXNET","PA2","RUN1",0.762,"Polysiphoniabrodiei",0.947,"polysiphonia_brodiei",118
"MARS","PA2","RUN1",0.748,"Polysiphoniabrodiei",0.938,"polysiphonia_brodiei",118
"GAM","PA2","RUN1",0.789,"Polysiphoniabrodiei",0.928,"polysiphonia_brodiei",118
"XGBOOST","PA2","RUN1",0.706,"Polysiphoniabrodiei",0.931,"polysiphonia_brodiei",118
"RF","PA2","RUN2",0.67,"Polysiphoniabrodiei",0.957,"polysiphonia_brodiei",118
"MAXNET","PA2","RUN2",0.758,"Polysiphoniabrodiei",0.947,"polysiphonia_brodiei",118
"MARS","PA2","RUN2",0.757,"Polysiphoniabrodiei",0.971,"polysiphonia_brodiei",118
"GAM","PA2","RUN2",0.757,"Polysiphoniabrodiei",0.946,"polysiphonia_brodiei",118
"XGBOOST","PA2","RUN2",0.786,"Polysiphoniabrodiei",0.964,"polysiphonia_brodiei",118
"RF","PA2","RUN3",0.72,"Polysiphoniabrodiei",0.95,"polysiphonia_brodiei",118
"MAXNET","PA2","RUN3",0.748,"Polysiphoniabrodiei",0.957,"polysiphonia_brodiei",118
"MARS","PA2","RUN3",0.788,"Polysiphoniabrodiei",0.951,"polysiphonia_brodiei",118
"GAM","PA2","RUN3",0.802,"Polysiphoniabrodiei",0.967,"polysiphonia_brodiei",118
"XGBOOST","PA2","RUN3",0.605,"Polysiphoniabrodiei",0.9,"polysiphonia_brodiei",118
"RF","PA2","RUN4",0.754,"Polysiphoniabrodiei",0.973,"polysiphonia_brodiei",118
"MAXNET","PA2","RUN4",0.712,"Polysiphoniabrodiei",0.97,"polysiphonia_brodiei",118
"MARS","PA2","RUN4",0.786,"Polysiphoniabrodiei",0.965,"polysiphonia_brodiei",118
"GAM","PA2","RUN4",0.757,"Polysiphoniabrodiei",0.938,"polysiphonia_brodiei",118
"XGBOOST","PA2","RUN4",0.786,"Polysiphoniabrodiei",0.967,"polysiphonia_brodiei",118
"RF","PA2","RUN5",0.749,"Polysiphoniabrodiei",0.969,"polysiphonia_brodiei",118
"MAXNET","PA2","RUN5",0.749,"Polysiphoniabrodiei",0.964,"polysiphonia_brodiei",118
"MARS","PA2","RUN5",0.818,"Polysiphoniabrodiei",0.968,"polysiphonia_brodiei",118
"GAM","PA2","RUN5",0.706,"Polysiphoniabrodiei",0.924,"polysiphonia_brodiei",118
"XGBOOST","PA2","RUN5",0.734,"Polysiphoniabrodiei",0.932,"polysiphonia_brodiei",118
"RF","PA2","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"MAXNET","PA2","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"MARS","PA2","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"GAM","PA2","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"XGBOOST","PA2","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"RF","PA3","RUN1",0.596,"Polysiphoniabrodiei",0.933,"polysiphonia_brodiei",118
"MAXNET","PA3","RUN1",0.733,"Polysiphoniabrodiei",0.935,"polysiphonia_brodiei",118
"MARS","PA3","RUN1",0.664,"Polysiphoniabrodiei",0.914,"polysiphonia_brodiei",118
"GAM","PA3","RUN1",0.747,"Polysiphoniabrodiei",0.885,"polysiphonia_brodiei",118
"XGBOOST","PA3","RUN1",0.581,"Polysiphoniabrodiei",0.885,"polysiphonia_brodiei",118
"RF","PA3","RUN2",0.77,"Polysiphoniabrodiei",0.95,"polysiphonia_brodiei",118
"MAXNET","PA3","RUN2",0.786,"Polysiphoniabrodiei",0.962,"polysiphonia_brodiei",118
"MARS","PA3","RUN2",0.758,"Polysiphoniabrodiei",0.942,"polysiphonia_brodiei",118
"GAM","PA3","RUN2",0.786,"Polysiphoniabrodiei",0.949,"polysiphonia_brodiei",118
"XGBOOST","PA3","RUN2",0.772,"Polysiphoniabrodiei",0.935,"polysiphonia_brodiei",118
"RF","PA3","RUN3",0.749,"Polysiphoniabrodiei",0.952,"polysiphonia_brodiei",118
"MAXNET","PA3","RUN3",0.775,"Polysiphoniabrodiei",0.959,"polysiphonia_brodiei",118
"MARS","PA3","RUN3",0.845,"Polysiphoniabrodiei",0.947,"polysiphonia_brodiei",118
"GAM","PA3","RUN3",0.732,"Polysiphoniabrodiei",0.901,"polysiphonia_brodiei",118
"XGBOOST","PA3","RUN3",0.775,"Polysiphoniabrodiei",0.945,"polysiphonia_brodiei",118
"RF","PA3","RUN4",0.74,"Polysiphoniabrodiei",0.954,"polysiphonia_brodiei",118
"MAXNET","PA3","RUN4",0.756,"Polysiphoniabrodiei",0.945,"polysiphonia_brodiei",118
"MARS","PA3","RUN4",0.772,"Polysiphoniabrodiei",0.963,"polysiphonia_brodiei",118
"GAM","PA3","RUN4",0.757,"Polysiphoniabrodiei",0.919,"polysiphonia_brodiei",118
"XGBOOST","PA3","RUN4",0.656,"Polysiphoniabrodiei",0.925,"polysiphonia_brodiei",118
"RF","PA3","RUN5",0.708,"Polysiphoniabrodiei",0.968,"polysiphonia_brodiei",118
"MAXNET","PA3","RUN5",0.804,"Polysiphoniabrodiei",0.957,"polysiphonia_brodiei",118
"MARS","PA3","RUN5",0.818,"Polysiphoniabrodiei",0.951,"polysiphonia_brodiei",118
"GAM","PA3","RUN5",0.763,"Polysiphoniabrodiei",0.954,"polysiphonia_brodiei",118
"XGBOOST","PA3","RUN5",0.762,"Polysiphoniabrodiei",0.954,"polysiphonia_brodiei",118
"RF","PA3","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"MAXNET","PA3","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"MARS","PA3","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"GAM","PA3","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"XGBOOST","PA3","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"RF","allData","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"MAXNET","allData","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"MARS","allData","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"GAM","allData","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"XGBOOST","allData","allRun",NA,"Polysiphoniabrodiei",NA,"polysiphonia_brodiei",118
"RF","PA1","RUN1",0.802,"Potamopyrgusantipodarum",0.979,"potamopyrgus_antipodarum",481
"MAXNET","PA1","RUN1",0.855,"Potamopyrgusantipodarum",0.974,"potamopyrgus_antipodarum",481
"MARS","PA1","RUN1",0.865,"Potamopyrgusantipodarum",0.968,"potamopyrgus_antipodarum",481
"GAM","PA1","RUN1",0.834,"Potamopyrgusantipodarum",0.97,"potamopyrgus_antipodarum",481
"XGBOOST","PA1","RUN1",0.775,"Potamopyrgusantipodarum",0.958,"potamopyrgus_antipodarum",481
"RF","PA1","RUN2",0.806,"Potamopyrgusantipodarum",0.972,"potamopyrgus_antipodarum",481
"MAXNET","PA1","RUN2",0.833,"Potamopyrgusantipodarum",0.962,"potamopyrgus_antipodarum",481
"MARS","PA1","RUN2",0.819,"Potamopyrgusantipodarum",0.966,"potamopyrgus_antipodarum",481
"GAM","PA1","RUN2",0.847,"Potamopyrgusantipodarum",0.96,"potamopyrgus_antipodarum",481
"XGBOOST","PA1","RUN2",0.816,"Potamopyrgusantipodarum",0.951,"potamopyrgus_antipodarum",481
"RF","PA1","RUN3",0.859,"Potamopyrgusantipodarum",0.968,"potamopyrgus_antipodarum",481
"MAXNET","PA1","RUN3",0.852,"Potamopyrgusantipodarum",0.963,"potamopyrgus_antipodarum",481
"MARS","PA1","RUN3",0.807,"Potamopyrgusantipodarum",0.958,"potamopyrgus_antipodarum",481
"GAM","PA1","RUN3",0.786,"Potamopyrgusantipodarum",0.962,"potamopyrgus_antipodarum",481
"XGBOOST","PA1","RUN3",0.834,"Potamopyrgusantipodarum",0.946,"potamopyrgus_antipodarum",481
"RF","PA1","RUN4",0.76,"Potamopyrgusantipodarum",0.976,"potamopyrgus_antipodarum",481
"MAXNET","PA1","RUN4",0.847,"Potamopyrgusantipodarum",0.973,"potamopyrgus_antipodarum",481
"MARS","PA1","RUN4",0.823,"Potamopyrgusantipodarum",0.971,"potamopyrgus_antipodarum",481
"GAM","PA1","RUN4",0.806,"Potamopyrgusantipodarum",0.967,"potamopyrgus_antipodarum",481
"XGBOOST","PA1","RUN4",0.802,"Potamopyrgusantipodarum",0.961,"potamopyrgus_antipodarum",481
"RF","PA1","RUN5",0.868,"Potamopyrgusantipodarum",0.976,"potamopyrgus_antipodarum",481
"MAXNET","PA1","RUN5",0.837,"Potamopyrgusantipodarum",0.968,"potamopyrgus_antipodarum",481
"MARS","PA1","RUN5",0.848,"Potamopyrgusantipodarum",0.975,"potamopyrgus_antipodarum",481
"GAM","PA1","RUN5",0.803,"Potamopyrgusantipodarum",0.964,"potamopyrgus_antipodarum",481
"XGBOOST","PA1","RUN5",0.827,"Potamopyrgusantipodarum",0.959,"potamopyrgus_antipodarum",481
"RF","PA1","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"MAXNET","PA1","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"MARS","PA1","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"GAM","PA1","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"XGBOOST","PA1","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"RF","PA2","RUN1",0.767,"Potamopyrgusantipodarum",0.96,"potamopyrgus_antipodarum",481
"MAXNET","PA2","RUN1",0.764,"Potamopyrgusantipodarum",0.95,"potamopyrgus_antipodarum",481
"MARS","PA2","RUN1",0.736,"Potamopyrgusantipodarum",0.942,"potamopyrgus_antipodarum",481
"GAM","PA2","RUN1",0.757,"Potamopyrgusantipodarum",0.943,"potamopyrgus_antipodarum",481
"XGBOOST","PA2","RUN1",0.771,"Potamopyrgusantipodarum",0.942,"potamopyrgus_antipodarum",481
"RF","PA2","RUN2",0.795,"Potamopyrgusantipodarum",0.981,"potamopyrgus_antipodarum",481
"MAXNET","PA2","RUN2",0.813,"Potamopyrgusantipodarum",0.977,"potamopyrgus_antipodarum",481
"MARS","PA2","RUN2",0.868,"Potamopyrgusantipodarum",0.977,"potamopyrgus_antipodarum",481
"GAM","PA2","RUN2",0.868,"Potamopyrgusantipodarum",0.973,"potamopyrgus_antipodarum",481
"XGBOOST","PA2","RUN2",0.837,"Potamopyrgusantipodarum",0.971,"potamopyrgus_antipodarum",481
"RF","PA2","RUN3",0.79,"Potamopyrgusantipodarum",0.971,"potamopyrgus_antipodarum",481
"MAXNET","PA2","RUN3",0.807,"Potamopyrgusantipodarum",0.967,"potamopyrgus_antipodarum",481
"MARS","PA2","RUN3",0.82,"Potamopyrgusantipodarum",0.967,"potamopyrgus_antipodarum",481
"GAM","PA2","RUN3",0.796,"Potamopyrgusantipodarum",0.958,"potamopyrgus_antipodarum",481
"XGBOOST","PA2","RUN3",0.813,"Potamopyrgusantipodarum",0.958,"potamopyrgus_antipodarum",481
"RF","PA2","RUN4",0.833,"Potamopyrgusantipodarum",0.981,"potamopyrgus_antipodarum",481
"MAXNET","PA2","RUN4",0.882,"Potamopyrgusantipodarum",0.975,"potamopyrgus_antipodarum",481
"MARS","PA2","RUN4",0.868,"Potamopyrgusantipodarum",0.977,"potamopyrgus_antipodarum",481
"GAM","PA2","RUN4",0.868,"Potamopyrgusantipodarum",0.971,"potamopyrgus_antipodarum",481
"XGBOOST","PA2","RUN4",0.868,"Potamopyrgusantipodarum",0.966,"potamopyrgus_antipodarum",481
"RF","PA2","RUN5",0.812,"Potamopyrgusantipodarum",0.981,"potamopyrgus_antipodarum",481
"MAXNET","PA2","RUN5",0.882,"Potamopyrgusantipodarum",0.978,"potamopyrgus_antipodarum",481
"MARS","PA2","RUN5",0.885,"Potamopyrgusantipodarum",0.977,"potamopyrgus_antipodarum",481
"GAM","PA2","RUN5",0.844,"Potamopyrgusantipodarum",0.974,"potamopyrgus_antipodarum",481
"XGBOOST","PA2","RUN5",0.861,"Potamopyrgusantipodarum",0.973,"potamopyrgus_antipodarum",481
"RF","PA2","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"MAXNET","PA2","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"MARS","PA2","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"GAM","PA2","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"XGBOOST","PA2","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"RF","PA3","RUN1",0.851,"Potamopyrgusantipodarum",0.976,"potamopyrgus_antipodarum",481
"MAXNET","PA3","RUN1",0.823,"Potamopyrgusantipodarum",0.969,"potamopyrgus_antipodarum",481
"MARS","PA3","RUN1",0.837,"Potamopyrgusantipodarum",0.967,"potamopyrgus_antipodarum",481
"GAM","PA3","RUN1",0.809,"Potamopyrgusantipodarum",0.968,"potamopyrgus_antipodarum",481
"XGBOOST","PA3","RUN1",0.806,"Potamopyrgusantipodarum",0.958,"potamopyrgus_antipodarum",481
"RF","PA3","RUN2",0.868,"Potamopyrgusantipodarum",0.974,"potamopyrgus_antipodarum",481
"MAXNET","PA3","RUN2",0.844,"Potamopyrgusantipodarum",0.966,"potamopyrgus_antipodarum",481
"MARS","PA3","RUN2",0.84,"Potamopyrgusantipodarum",0.966,"potamopyrgus_antipodarum",481
"GAM","PA3","RUN2",0.847,"Potamopyrgusantipodarum",0.955,"potamopyrgus_antipodarum",481
"XGBOOST","PA3","RUN2",0.816,"Potamopyrgusantipodarum",0.961,"potamopyrgus_antipodarum",481
"RF","PA3","RUN3",0.89,"Potamopyrgusantipodarum",0.986,"potamopyrgus_antipodarum",481
"MAXNET","PA3","RUN3",0.876,"Potamopyrgusantipodarum",0.981,"potamopyrgus_antipodarum",481
"MARS","PA3","RUN3",0.914,"Potamopyrgusantipodarum",0.985,"potamopyrgus_antipodarum",481
"GAM","PA3","RUN3",0.862,"Potamopyrgusantipodarum",0.975,"potamopyrgus_antipodarum",481
"XGBOOST","PA3","RUN3",0.821,"Potamopyrgusantipodarum",0.972,"potamopyrgus_antipodarum",481
"RF","PA3","RUN4",0.774,"Potamopyrgusantipodarum",0.971,"potamopyrgus_antipodarum",481
"MAXNET","PA3","RUN4",0.837,"Potamopyrgusantipodarum",0.975,"potamopyrgus_antipodarum",481
"MARS","PA3","RUN4",0.83,"Potamopyrgusantipodarum",0.977,"potamopyrgus_antipodarum",481
"GAM","PA3","RUN4",0.799,"Potamopyrgusantipodarum",0.967,"potamopyrgus_antipodarum",481
"XGBOOST","PA3","RUN4",0.795,"Potamopyrgusantipodarum",0.96,"potamopyrgus_antipodarum",481
"RF","PA3","RUN5",0.837,"Potamopyrgusantipodarum",0.98,"potamopyrgus_antipodarum",481
"MAXNET","PA3","RUN5",0.865,"Potamopyrgusantipodarum",0.967,"potamopyrgus_antipodarum",481
"MARS","PA3","RUN5",0.823,"Potamopyrgusantipodarum",0.967,"potamopyrgus_antipodarum",481
"GAM","PA3","RUN5",0.844,"Potamopyrgusantipodarum",0.97,"potamopyrgus_antipodarum",481
"XGBOOST","PA3","RUN5",0.826,"Potamopyrgusantipodarum",0.966,"potamopyrgus_antipodarum",481
"RF","PA3","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"MAXNET","PA3","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"MARS","PA3","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"GAM","PA3","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"XGBOOST","PA3","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"RF","allData","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"MAXNET","allData","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"MARS","allData","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"GAM","allData","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"XGBOOST","allData","allRun",NA,"Potamopyrgusantipodarum",NA,"potamopyrgus_antipodarum",481
"RF","PA1","RUN1",0.49,"Pseudocalanusacuspes",0.837,"pseudocalanus_acuspes",161
"MAXNET","PA1","RUN1",0.564,"Pseudocalanusacuspes",0.838,"pseudocalanus_acuspes",161
"MARS","PA1","RUN1",0.461,"Pseudocalanusacuspes",0.827,"pseudocalanus_acuspes",161
"GAM","PA1","RUN1",0.46,"Pseudocalanusacuspes",0.784,"pseudocalanus_acuspes",161
"XGBOOST","PA1","RUN1",0.502,"Pseudocalanusacuspes",0.833,"pseudocalanus_acuspes",161
"RF","PA1","RUN2",0.646,"Pseudocalanusacuspes",0.864,"pseudocalanus_acuspes",161
"MAXNET","PA1","RUN2",0.562,"Pseudocalanusacuspes",0.823,"pseudocalanus_acuspes",161
"MARS","PA1","RUN2",0.458,"Pseudocalanusacuspes",0.795,"pseudocalanus_acuspes",161
"GAM","PA1","RUN2",0.458,"Pseudocalanusacuspes",0.801,"pseudocalanus_acuspes",161
"XGBOOST","PA1","RUN2",0.531,"Pseudocalanusacuspes",0.823,"pseudocalanus_acuspes",161
"RF","PA1","RUN3",0.442,"Pseudocalanusacuspes",0.808,"pseudocalanus_acuspes",161
"MAXNET","PA1","RUN3",0.389,"Pseudocalanusacuspes",0.798,"pseudocalanus_acuspes",161
"MARS","PA1","RUN3",0.357,"Pseudocalanusacuspes",0.744,"pseudocalanus_acuspes",161
"GAM","PA1","RUN3",0.368,"Pseudocalanusacuspes",0.786,"pseudocalanus_acuspes",161
"XGBOOST","PA1","RUN3",0.43,"Pseudocalanusacuspes",0.803,"pseudocalanus_acuspes",161
"RF","PA1","RUN4",0.625,"Pseudocalanusacuspes",0.872,"pseudocalanus_acuspes",161
"MAXNET","PA1","RUN4",0.562,"Pseudocalanusacuspes",0.854,"pseudocalanus_acuspes",161
"MARS","PA1","RUN4",0.469,"Pseudocalanusacuspes",0.827,"pseudocalanus_acuspes",161
"GAM","PA1","RUN4",0.594,"Pseudocalanusacuspes",0.866,"pseudocalanus_acuspes",161
"XGBOOST","PA1","RUN4",0.49,"Pseudocalanusacuspes",0.852,"pseudocalanus_acuspes",161
"RF","PA1","RUN5",0.698,"Pseudocalanusacuspes",0.875,"pseudocalanus_acuspes",161
"MAXNET","PA1","RUN5",0.606,"Pseudocalanusacuspes",0.896,"pseudocalanus_acuspes",161
"MARS","PA1","RUN5",0.43,"Pseudocalanusacuspes",0.81,"pseudocalanus_acuspes",161
"GAM","PA1","RUN5",0.544,"Pseudocalanusacuspes",0.836,"pseudocalanus_acuspes",161
"XGBOOST","PA1","RUN5",0.533,"Pseudocalanusacuspes",0.861,"pseudocalanus_acuspes",161
"RF","PA1","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"MAXNET","PA1","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"MARS","PA1","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"GAM","PA1","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"XGBOOST","PA1","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"RF","PA2","RUN1",0.585,"Pseudocalanusacuspes",0.843,"pseudocalanus_acuspes",161
"MAXNET","PA2","RUN1",0.596,"Pseudocalanusacuspes",0.852,"pseudocalanus_acuspes",161
"MARS","PA2","RUN1",0.523,"Pseudocalanusacuspes",0.818,"pseudocalanus_acuspes",161
"GAM","PA2","RUN1",0.398,"Pseudocalanusacuspes",0.777,"pseudocalanus_acuspes",161
"XGBOOST","PA2","RUN1",0.472,"Pseudocalanusacuspes",0.81,"pseudocalanus_acuspes",161
"RF","PA2","RUN2",0.583,"Pseudocalanusacuspes",0.887,"pseudocalanus_acuspes",161
"MAXNET","PA2","RUN2",0.552,"Pseudocalanusacuspes",0.833,"pseudocalanus_acuspes",161
"MARS","PA2","RUN2",0.479,"Pseudocalanusacuspes",0.805,"pseudocalanus_acuspes",161
"GAM","PA2","RUN2",0.562,"Pseudocalanusacuspes",0.795,"pseudocalanus_acuspes",161
"XGBOOST","PA2","RUN2",0.323,"Pseudocalanusacuspes",0.785,"pseudocalanus_acuspes",161
"RF","PA2","RUN3",0.502,"Pseudocalanusacuspes",0.85,"pseudocalanus_acuspes",161
"MAXNET","PA2","RUN3",0.49,"Pseudocalanusacuspes",0.842,"pseudocalanus_acuspes",161
"MARS","PA2","RUN3",0.42,"Pseudocalanusacuspes",0.831,"pseudocalanus_acuspes",161
"GAM","PA2","RUN3",0.541,"Pseudocalanusacuspes",0.851,"pseudocalanus_acuspes",161
"XGBOOST","PA2","RUN3",0.469,"Pseudocalanusacuspes",0.819,"pseudocalanus_acuspes",161
"RF","PA2","RUN4",0.479,"Pseudocalanusacuspes",0.85,"pseudocalanus_acuspes",161
"MAXNET","PA2","RUN4",0.531,"Pseudocalanusacuspes",0.808,"pseudocalanus_acuspes",161
"MARS","PA2","RUN4",0.49,"Pseudocalanusacuspes",0.783,"pseudocalanus_acuspes",161
"GAM","PA2","RUN4",0.49,"Pseudocalanusacuspes",0.831,"pseudocalanus_acuspes",161
"XGBOOST","PA2","RUN4",0.427,"Pseudocalanusacuspes",0.754,"pseudocalanus_acuspes",161
"RF","PA2","RUN5",0.428,"Pseudocalanusacuspes",0.815,"pseudocalanus_acuspes",161
"MAXNET","PA2","RUN5",0.366,"Pseudocalanusacuspes",0.795,"pseudocalanus_acuspes",161
"MARS","PA2","RUN5",0.314,"Pseudocalanusacuspes",0.748,"pseudocalanus_acuspes",161
"GAM","PA2","RUN5",0.409,"Pseudocalanusacuspes",0.774,"pseudocalanus_acuspes",161
"XGBOOST","PA2","RUN5",0.43,"Pseudocalanusacuspes",0.78,"pseudocalanus_acuspes",161
"RF","PA2","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"MAXNET","PA2","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"MARS","PA2","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"GAM","PA2","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"XGBOOST","PA2","allRun",NA,"Pseudocalanusacuspes",NA,"pseudocalanus_acuspes",161
"RF","PA3","RUN1",0.584,"Pseudocalanusacuspes",0.86,"pseudocalanus_acuspes",161
"MAXNET","PA3","RUN1",0.501,"Pseudocalanusacuspes",0.85,"pseudocalanus_acuspes",161
"MARS","PA3","RUN1",0.492,"Pseudocalanusacuspes",0.798,"pseudocalanus_acuspes",161
"GAM","PA3","RUN1",0.398,"Pseudocalanusacuspes",0.752,"pseudocalanus_acuspes",161
"XGBOOST","PA3","RUN1",0.493,"Pseudocalanusacuspes",0.811,"pseudocalanus_acuspes",161
"RF","PA3","RUN2",0.583,"Pseudocalanusacuspes",0.852,"pseudocalanus_acuspes",161
"MAXNET","PA3","RUN2",0.521,"Pseudocalanusacuspes",0.842,"pseudocalanus_acuspes",161
"MARS","PA3","RUN2",0.427,"Pseudocalanusacuspes",0.779,"pseudocalanus_acuspes",161
"GAM","PA3","RUN2",0.396,"Pseudocalanusacuspes",0.814,"pseudocalanus_acuspes",161
"XGBOOST","PA3","RUN2",0.521,"Pseudocalanusacuspes",0.836,"pseudocalanus_acuspes",161
"RF","PA3","RUN3",0.493,"Pseudocalanusacuspes",0.857,"pseudocalanus_acuspes",161
